-1.325000000000003064e+00,-2.125019638138466577e-14,-4.934424042933366737e-16,1.066636960667178364e-16,1.114032175548328146e-13,1.348672170194119371e-17,-1.570796326794896558e+00,-6.649270506173869181e-15
-1.325000000000003064e+00,-2.125019638138465315e-14,-4.934424042933366737e-16,1.066636960667178364e-16,1.114032175548328146e-13,1.348672170194119371e-17,-1.570796326794896336e+00,-6.649270506173869181e-15
-1.327397841383981758e+00,9.832500472953352791e-03,-9.832500472950027326e-03,-9.832500472949921508e-03,7.284549364996865603e-03,-2.397826000773948217e-03,-1.568538798211701391e+00,9.832500472950027326e-03
-1.324265711168102211e+00,2.458125118237847531e-02,-2.458125118237507872e-02,-2.458125118237496770e-02,1.405799043406033219e-02,1.699433649506064360e-03,-1.572820475294623987e+00,2.458125118237507872e-02
-1.322354137185760781e+00,4.424625212827854037e-02,-4.424624974756328349e-02,-4.424625212815205128e-02,1.340716110046443268e-02,5.964402924231549524e-03,-1.579526322096263646e+00,4.424625212827514031e-02
-1.323102518275948603e+00,6.391125307417860890e-02,-6.352260667179893128e-02,-6.391125307361529562e-02,1.574653535125095094e-02,6.194906168686120651e-03,-1.579621574298368580e+00,6.391125307417522272e-02
-1.323638409307327457e+00,8.357625402007867743e-02,-8.318760203317546176e-02,-8.357625401951535027e-02,2.437220331479018551e-02,6.912978291237581105e-03,-1.574748976349499952e+00,8.357625402007524962e-02
-1.331308267914827370e+00,1.032412549659787598e-01,-1.028526029790756552e-01,-1.032412549654153910e-01,3.759780331016670391e-02,6.099149056890072404e-03,-1.580970162534627965e+00,1.032412549659753737e-01
-1.332782979389112388e+00,1.229062559118787867e-01,-1.225176039249756682e-01,-1.229062559113154735e-01,5.381739727141559432e-02,6.980144351993716918e-03,-1.582496833773822997e+00,1.229062559118753312e-01
-1.337253586526794269e+00,1.425712568577804651e-01,-1.421826048708758061e-01,-1.425712568567787109e-01,7.232724016198034678e-02,6.171997136003801350e-03,-1.586149342576357091e+00,1.425712568577755524e-01
-1.344470282773355896e+00,1.622362578036789238e-01,-1.594162226680178041e-01,-1.622362578022419899e-01,8.893427627971084437e-02,7.751616895106287070e-03,-1.588438093567865250e+00,1.622362578036755099e-01
-1.354495325080990353e+00,1.819012587495789923e-01,-1.790812196536820666e-01,-1.819012587481420307e-01,9.897119673148330188e-02,6.582122706793460711e-03,-1.594944928061735157e+00,1.819012587495756894e-01
-1.362208616417673435e+00,2.015662596954790886e-01,-1.987462125943503244e-01,-2.015662596936053097e-01,1.097438502870373839e-01,7.199494045747761341e-03,-1.596060518776582837e+00,2.015662596954757024e-01
-1.365221570840568832e+00,2.212312606413791294e-01,-2.173307157563377778e-01,-2.212312606390685332e-01,1.133094357668142232e-01,6.658042651222591778e-03,-1.594901672640953283e+00,2.212312606413756599e-01
-1.372973206770941257e+00,2.408962615872791424e-01,-2.369957071393598014e-01,-2.408962615849685740e-01,1.226714638857954870e-01,7.257659704125198757e-03,-1.590061221482894194e+00,2.408962615872757007e-01
-1.376042602616793342e+00,2.605612625331793497e-01,-2.566607080852600364e-01,-2.605612625308686980e-01,1.387198084439806023e-01,7.127250682253833194e-03,-1.595024198075110533e+00,2.605612625331759080e-01
-1.384071123560290273e+00,2.802262634790793627e-01,-2.763257090311599939e-01,-2.802262634763318938e-01,1.573787250236128588e-01,6.300701384887143555e-03,-1.589855422932018092e+00,2.802262634790759210e-01
-1.391502615733330339e+00,2.998912644249794313e-01,-2.959907099770600625e-01,-2.998912644217952006e-01,1.743154907206911908e-01,5.676767150383813139e-03,-1.588971580802401862e+00,2.998912644249759896e-01
-1.399495105975373077e+00,3.180582335031205132e-01,-3.156557013280596458e-01,-3.195562653676951581e-01,1.839491932715560940e-01,-2.018693119054029879e-03,-1.590065730963250878e+00,3.195562653708758361e-01
-1.400862183900441593e+00,3.377232344490206928e-01,-3.310091600460715044e-01,-3.392212539110792680e-01,1.927620342163860190e-01,-2.548233906718725284e-03,-1.596306397350687467e+00,3.392212663167759601e-01
-1.402210872062598090e+00,3.573882353949206503e-01,-3.486888312943848822e-01,-3.566130938823124930e-01,1.946632948226495741e-01,-2.054735377242974080e-03,-1.598075282939255271e+00,3.588862672626761396e-01
-1.396898910786679382e+00,3.770532363408206633e-01,-3.683538175985986429e-01,-3.757638862698784998e-01,1.971439114826824823e-01,4.094759728367579690e-03,-1.600952566437842117e+00,3.785512682085762082e-01
-1.403024928307800900e+00,3.967182372867207318e-01,-3.880188185444986559e-01,-3.929701466420792433e-01,2.070629117539071196e-01,-2.031220883371250962e-03,-1.602219937379250281e+00,3.982162691544761657e-01
-1.406017842465060896e+00,4.163832382326208559e-01,-4.076838194903987245e-01,-4.034587242629554260e-01,2.147495082727783611e-01,-3.171733251958010810e-03,-1.602892602018843871e+00,4.178812701003781216e-01
-1.412608604507652021e+00,4.360482391785208134e-01,-4.273488168309828028e-01,-4.110131103070992498e-01,2.184764947725405249e-01,-4.196332517010989242e-03,-1.603234866565923955e+00,4.360482391785213685e-01
-1.421114383005567472e+00,4.557132401244209374e-01,-4.470138177768829268e-01,-4.108563311697385201e-01,2.282664194142504932e-01,-4.455561238130136513e-03,-1.603138485103341448e+00,4.557132401244214370e-01
-1.421657653964712997e+00,4.753782410703210060e-01,-4.666788187227829954e-01,-4.032328142122061365e-01,2.395898587318541495e-01,-3.429608751284282404e-03,-1.603406941473142000e+00,4.753782410703214500e-01
-1.416743095143147668e+00,4.950432420162211855e-01,-4.863438196686830084e-01,-3.898079634497502721e-01,2.581710246709355561e-01,-4.323467257890722774e-03,-1.602817622175490397e+00,4.950432420162215741e-01
-1.423199216650922416e+00,5.147082429621212540e-01,-5.060088206145831879e-01,-3.713817158069598334e-01,2.778360146119063234e-01,-3.521665679263764805e-03,-1.603619432848319759e+00,5.147082429621216981e-01
-1.432188840002883046e+00,5.343732439080192131e-01,-5.256738215604831455e-01,-3.517167310573716676e-01,2.975010123731174350e-01,-3.004537058737715913e-03,-1.604568466021109474e+00,5.343732439080217667e-01
-1.440018460811856915e+00,5.540382448539219462e-01,-5.453388225063833250e-01,-3.325299302341573338e-01,3.165090520649464501e-01,6.177134927909156553e-03,-1.607356875369628568e+00,5.540382448539217242e-01
-1.441880577507664407e+00,5.737032457998193502e-01,-5.650038234522832825e-01,-3.168169358568785343e-01,3.321488138148996905e-01,1.286619329853252482e-02,-1.607988667885902556e+00,5.737032457998216817e-01
-1.444072299369329793e+00,5.933682467457199738e-01,-5.841312459832197490e-01,-2.997167164610863854e-01,3.435435918330309590e-01,1.649353859279853451e-02,-1.609208711698907335e+00,5.933682467457220833e-01
-1.444957382367944021e+00,6.130332476916259266e-01,-6.037962469291198175e-01,-2.800517305518578359e-01,3.620485190208139192e-01,1.729310001770388225e-02,-1.608936259845505479e+00,6.130332476916219298e-01
-1.452313580649588154e+00,6.326982486375259951e-01,-6.234612478750199971e-01,-2.603867296059578784e-01,3.817135115362308984e-01,2.127939734582064840e-02,-1.608457474197134474e+00,6.326982486375219983e-01
-1.451506223005948559e+00,6.523632495834252865e-01,-6.431262361843040898e-01,-2.407217286600578099e-01,4.013785124821312444e-01,2.851838767461623361e-02,-1.608000776827573031e+00,6.523632495834217337e-01
-1.452713616296964494e+00,6.720282505293260211e-01,-6.535008405163034162e-01,-2.210567277143603848e-01,4.210435133122140128e-01,2.815894368114780361e-02,-1.608373605029483677e+00,6.720282505293221353e-01
-1.461337247046458954e+00,6.916932514752257566e-01,-6.707739407953532407e-01,-2.013917267684602885e-01,4.407085142581145254e-01,2.925310268014371523e-02,-1.608894021735908897e+00,6.916932514752222039e-01
-1.467112525162752812e+00,7.113582524211244928e-01,-6.829818740956622447e-01,-1.817267258225602200e-01,4.602053730591384451e-01,3.140770659497207212e-02,-1.609880883057006162e+00,7.113582524211226055e-01
-1.474720460703991876e+00,7.310232533670251165e-01,-6.946456450482085820e-01,-1.620617248766601237e-01,4.798703740050384581e-01,3.279840800110486732e-02,-1.608844672221646954e+00,7.310232533670223409e-01
-1.482729085076360143e+00,7.506882543129232976e-01,-7.010858718960570890e-01,-1.423967239311968724e-01,4.995353749509388042e-01,3.289628263081208898e-02,-1.609148044242346920e+00,7.506882543129222984e-01
-1.491788846267740221e+00,7.703532552588239213e-01,-7.108851706711860619e-01,-1.227317229852968317e-01,5.192003758968385396e-01,3.285382989414243476e-02,-1.607007132782136027e+00,7.703532552588227000e-01
-1.493716578829220154e+00,7.900182562047236567e-01,-7.223052784064796228e-01,-1.030667220393967631e-01,5.388653768427386082e-01,3.334540409943277661e-02,-1.605060402873083714e+00,7.900182562047225465e-01
-1.495538374626704803e+00,8.096832571506240583e-01,-7.306918895668557123e-01,-8.340172109393366451e-02,5.585303777886387877e-01,3.372834493530599276e-02,-1.605435145826656251e+00,8.096832571506229481e-01
-1.504495830552365909e+00,8.293482580965235718e-01,-7.445931616935639319e-01,-6.373672014847044098e-02,5.781953787345383011e-01,3.215376606492188066e-02,-1.604468280861754970e+00,8.293482580965225726e-01
-1.512618216681597572e+00,8.490132590424219750e-01,-7.569664682665393496e-01,-4.407171920300727991e-02,5.978603796804394799e-01,2.445796186920800100e-02,-1.605532976805135181e+00,8.490132590424227521e-01
-1.521395935043488246e+00,8.686782599883222655e-01,-7.754776868981120286e-01,-2.440671825724403249e-02,6.175253806263395484e-01,1.697461811785411917e-02,-1.610474845309535663e+00,8.686782599883231537e-01
-1.519274006496472929e+00,8.834270106977473169e-01,-7.902264286412400418e-01,-9.657967547818963744e-03,6.322741313357645998e-01,2.006215381817459675e-02,-1.606126398361154006e+00,8.834270106977482051e-01
-1.525000000000076295e+00,8.932595111706971291e-01,-8.000589291141899650e-01,1.745329251310560740e-04,6.421066318087144120e-01,1.745329251994329547e-02,-1.602037720405595111e+00,8.932595111706980173e-01
-1.525000000000076517e+00,8.932595111706971291e-01,-8.000589291141899650e-01,1.745329251310560740e-04,6.421066318087144120e-01,1.745329251994329547e-02,-1.602037720405595111e+00,8.932595111706980173e-01
